iter	Logloss
168	0.3311377292
169	0.3307906478
170	0.3305512966
171	0.3300853213
172	0.3297718772
173	0.3294449813
174	0.3292083893
175	0.3286219126
176	0.3284869824
177	0.3274553546
178	0.3271165269
179	0.3268781299
180	0.326671735
181	0.3263027124
182	0.3260694054
183	0.325685064
184	0.325423149
185	0.3251005382
186	0.3248674334
187	0.324645744
188	0.3242910248
189	0.3240430121
190	0.3237615916
191	0.323528555
192	0.3233419259
193	0.3230672611
194	0.3229194159
195	0.3226634729
196	0.3223939204
197	0.3219890863
198	0.3216423213
199	0.3214460845
200	0.3213149549
201	0.321262649
202	0.3208383422
203	0.3206420696
204	0.3202523053
205	0.3199272596
206	0.3195931094
207	0.3194945447
208	0.319204412
209	0.3191025926
210	0.3188824896
211	0.31860374
212	0.3183202501
213	0.3181733974
214	0.3179632868
215	0.3178347273
216	0.3176386809
217	0.317518794
218	0.3170967737
219	0.3169632949
220	0.3165712042
221	0.316460153
222	0.3162469001
223	0.3160490158
224	0.315938676
225	0.3155761316
226	0.3152882865
227	0.3151695969
228	0.3149379977
229	0.3146928821
230	0.314483524
231	0.3142270904
232	0.3138524705
233	0.3138474227
234	0.3135904033
235	0.3133738875
236	0.3131461015
237	0.3125364745
238	0.3124518481
239	0.3121666653
240	0.3119431093
241	0.311865165
242	0.3117295441
243	0.3115564586
244	0.3113537005
245	0.3110912943
246	0.3109220053
247	0.3108474374
248	0.3108181826
249	0.3106982924
250	0.3105522882
251	0.3104172391
252	0.3102510978
253	0.3100839299
254	0.3098195788
255	0.3096185734
256	0.3094944985
257	0.3093026552
258	0.3091404546
259	0.3089185155
260	0.3084022582
261	0.3082549751
262	0.3080588788
263	0.3078376842
264	0.3074171091
265	0.3071260234
266	0.3068931355
267	0.3067588523
268	0.3065423271
269	0.3062807354
270	0.3061800074
271	0.3060827554
272	0.3059256721
273	0.3057017232
274	0.3056334445
275	0.3055445411
276	0.3053496344
277	0.3051601038
278	0.3049144386
279	0.3047452333
280	0.3044633548
281	0.3043992715
282	0.3041363105
283	0.304001289
284	0.3038281053
285	0.3037218159
286	0.3035430425
287	0.3032939512
288	0.3030943345
289	0.3029228853
290	0.3027687782
291	0.3021925622
292	0.3020247464
293	0.3019139711
294	0.3015772537
295	0.3013148753
296	0.3012332648
297	0.3009812765
298	0.3008517884
299	0.3007754868
300	0.3002701712
301	0.300125035
302	0.2999243201
303	0.2997747297
304	0.2996029971
305	0.2994387786
306	0.2992967847
307	0.2990938831
308	0.2987473341
309	0.2985372068
310	0.2984195429
311	0.298145419
312	0.2980168353
313	0.2976887411
314	0.2975801481
315	0.2973158851
316	0.2971453134
317	0.2969803801
318	0.2968594714
319	0.2965679555
320	0.2964238652
321	0.296121431
322	0.2960250714
323	0.2956758197
324	0.2953868347
325	0.2952820529
326	0.2951908943
327	0.29499628
328	0.2948367046
329	0.2946357412
330	0.2945066182
331	0.294262739
332	0.2939469797
333	0.2937230619
334	0.2935228242
335	0.2932390129
336	0.2931587709
337	0.2929533812
338	0.2928573814
339	0.2927025049
340	0.2924711006
341	0.2923334994
342	0.2921917039
343	0.2920671178
344	0.291955905
345	0.2916040842
346	0.2914951722
347	0.2913359183
348	0.2911618976
349	0.29099074
350	0.2908247331
351	0.2906777489
352	0.2904136201
353	0.2902304794
354	0.2900799294
355	0.2899268627
356	0.2896933182
357	0.2894879797
358	0.2893446726
359	0.2892421569
360	0.2891062139
361	0.288933416
362	0.2886889763
363	0.2885448705
364	0.2883703818
365	0.288120843
366	0.2879524403
367	0.2878187103
368	0.287727992
369	0.2874893616
370	0.2872727502
371	0.2871499233
372	0.2868904752
373	0.2867444644
374	0.286576031
375	0.2864533681
376	0.2862653024
377	0.2860377996
378	0.2856162692
379	0.2855031675
380	0.2852437982
381	0.2851080549
382	0.2848953691
383	0.284769712
384	0.2845423744
385	0.2840579968
386	0.2838039613
387	0.2836948153
388	0.2835157911
389	0.2834368649
390	0.283299645
391	0.2831471853
392	0.282750822
393	0.2825431893
394	0.2823800933
395	0.2822441679
396	0.282155124
397	0.2819856103
398	0.2817761208
399	0.2816956307
400	0.2815177559
401	0.2814197609
402	0.2812715904
403	0.2811252862
404	0.2809310066
405	0.2807760421
406	0.2806721117
407	0.2805327142
408	0.280347384
409	0.2801135162
410	0.2799988816
411	0.2797738752
412	0.2796530572
413	0.279515095
414	0.2793656772
415	0.2792577443
416	0.2791161471
417	0.2789604698
418	0.278788853
419	0.2787044164
420	0.2784030983
421	0.2782922811
422	0.278123104
423	0.2779121254
424	0.2778053699
425	0.2776634916
426	0.2775337938
427	0.277408065
428	0.2770742599
429	0.2769800473
430	0.2768791607
431	0.2768101983
432	0.2766342731
433	0.2764896389
434	0.2763344816
435	0.2761631025
436	0.2760370946
437	0.2758645061
438	0.27578177
439	0.2756790736
440	0.2755351679
441	0.2754101136
442	0.2752232008
443	0.2750658591
444	0.274864614
445	0.2746578882
446	0.2745333295
447	0.274330019
448	0.2742095433
449	0.2741175506
450	0.2740105031
451	0.2738706353
452	0.2737007688
453	0.2735128837
454	0.2734236871
455	0.273258143
456	0.2731738582
457	0.2728337093
458	0.2727438118
459	0.27262316
460	0.2724553371
461	0.2723085436
462	0.272220823
463	0.2720803128
464	0.2719781156
465	0.2718495594
466	0.2717670365
467	0.2716403959
468	0.2715032421
469	0.2713973414
470	0.2712524373
471	0.2711632198
472	0.2710778656
473	0.2708279109
474	0.2706577141
475	0.2705323552
476	0.2704454404
477	0.2703557583
478	0.2701330599
479	0.2700508212
480	0.2699354526
481	0.2698147009
482	0.2696401127
483	0.269486653
484	0.2694105005
485	0.2693277422
486	0.2691364357
487	0.2690730591
488	0.2688670431
489	0.2686648585
490	0.268593129
491	0.268342353
492	0.2682059611
493	0.2680703806
494	0.2679451177
495	0.2676166085
496	0.2673555465
497	0.267280247
498	0.2671788248
499	0.2670304388
500	0.2668972987
501	0.2668069615
502	0.2666815811
503	0.2665543221
504	0.2664479733
505	0.2663361451
506	0.2661079714
507	0.2659209814
508	0.2657252986
509	0.2654184608
510	0.2652720127
511	0.2650773909
512	0.2650093732
513	0.2648988706
514	0.2647236528
515	0.264515789
516	0.2644455426
517	0.2643173279
518	0.2641796609
519	0.2640972502
520	0.2639059042
521	0.2638219258
522	0.2637395309
523	0.2635633238
524	0.2634777403
525	0.2633705259
526	0.2632205647
527	0.2630544379
528	0.2629821388
529	0.2628472819
530	0.2627327819
531	0.2625370362
532	0.2624559748
533	0.2623376528
534	0.2621813559
535	0.2620952388
536	0.2619784614
537	0.2618961469
538	0.2617516753
539	0.2616370482
540	0.2614569365
541	0.2612739277
542	0.2611951544
543	0.2610884978
544	0.2610036871
545	0.2608969487
546	0.2608428162
547	0.260718866
548	0.2606195509
549	0.2604758097
550	0.2603069859
551	0.260131586
552	0.2600367662
553	0.2599159843
554	0.2597927177
555	0.2596448841
556	0.259537916
557	0.2594608048
558	0.2592953286
559	0.259182123
560	0.259052074
561	0.2589269769
562	0.258862725
563	0.2587037306
564	0.2585295095
565	0.2583944873
566	0.2582931696
567	0.258176487
568	0.2580819612
569	0.2580127387
570	0.2578732424
571	0.2577949857
572	0.2576715021
573	0.2575811227
574	0.2574529883
575	0.2573064779
576	0.2571344678
577	0.2569673037
578	0.2568223781
579	0.2566134128
580	0.2565134084
581	0.2563659017
582	0.2562563585
583	0.2562001433
584	0.2560850811
585	0.2559632995
586	0.2558146998
587	0.2557085269
588	0.2555055247
589	0.2553763572
590	0.2551900165
591	0.2549756392
592	0.2548373062
593	0.2546815687
594	0.2545348703
595	0.2544580823
596	0.2542738934
597	0.2541017511
598	0.2539773605
599	0.2539175089
600	0.2538407219
601	0.2537515457
602	0.2536316459
603	0.2535384435
604	0.2534410336
605	0.2532523407
606	0.2531685154
607	0.2530005386
608	0.2528743672
609	0.2527061939
610	0.252606254
611	0.2524993224
612	0.2523161059
613	0.2521479997
614	0.2520409992
615	0.2518990324
616	0.2517380107
617	0.2516248248
618	0.2515236354
619	0.2514532448
620	0.2513396517
621	0.2511878241
622	0.2511305277
623	0.2510383739
624	0.2508774462
625	0.250811161
626	0.2507079788
627	0.2505925552
628	0.2504132324
629	0.2503061
630	0.250275787
631	0.2502134641
632	0.2501253944
633	0.2500172656
634	0.2499041714
635	0.2497827163
636	0.2497011315
637	0.2495993178
638	0.2494501769
639	0.2492365651
640	0.2489784364
641	0.2489240634
642	0.2487610713
643	0.2485449084
644	0.2484006333
645	0.248268702
646	0.2481703536
647	0.2480410897
648	0.2478999274
649	0.2477533595
650	0.247664813
651	0.2475870706
652	0.2474927155
653	0.247319862
654	0.2472135104
655	0.2471230395
656	0.2470124916
657	0.2469341239
658	0.2468251871
659	0.2465941957
660	0.2464743972
661	0.2463495926
662	0.2462456682
663	0.2460836008
664	0.2459685205
665	0.2458230287
666	0.2456761182
667	0.245639226
668	0.2455113763
669	0.2454119302
670	0.2453235238
671	0.2452648148
672	0.2450786069
673	0.2449711871
674	0.2449427937
675	0.2448591509
676	0.2447096441
677	0.2446066606
678	0.2444748717
679	0.2443887585
680	0.2442887773
681	0.2441541064
682	0.2440457538
683	0.2438841143
684	0.2438293106
685	0.2437629339
686	0.2436380093
687	0.2435409176
688	0.2433882907
689	0.2433246027
690	0.2431869
691	0.243161407
692	0.2430763741
693	0.2429558825
694	0.2427675855
695	0.2426901807
696	0.2426074478
697	0.2425021477
698	0.2424619015
699	0.2423978749
700	0.2422475204
701	0.2421504684
702	0.2420897075
703	0.2419621612
704	0.2419225738
705	0.2418267639
706	0.2416473957
707	0.241570213
708	0.2414990563
709	0.2414255868
710	0.2413960115
711	0.2413042137
712	0.2411926601
713	0.2411189186
714	0.2409480007
715	0.2408137464
716	0.2407272714
717	0.2406739028
718	0.240416838
719	0.2402287284
720	0.2401068912
721	0.239982622
722	0.239908646
723	0.2398246578
724	0.2397134224
725	0.2395170913
726	0.2394408755
727	0.239313276
728	0.2392388893
729	0.2391773748
730	0.2391104139
731	0.2390645578
732	0.2389653636
733	0.2388737766
734	0.2387724892
735	0.2386898578
736	0.2386002657
737	0.2385072739
738	0.2384830414
739	0.2384218378
740	0.2383309851
741	0.2381516486
742	0.2380577444
743	0.2379727663
744	0.2379113587
745	0.2378170007
746	0.2377628025
747	0.237647667
748	0.2375776766
749	0.2375555999
750	0.2374374527
751	0.2373410149
752	0.2372500223
753	0.237161758
754	0.2370983095
755	0.2370500171
756	0.2370134252
757	0.2369013272
758	0.2368001637
759	0.2367793184
760	0.2367330234
761	0.2365861669
762	0.2364871695
763	0.2363772032
764	0.2362722728
765	0.2361702654
766	0.2360505804
767	0.2358733371
768	0.2357470069
769	0.2357113054
770	0.2356618753
771	0.235557943
772	0.23545596
773	0.2353564752
774	0.2353009583
775	0.2352353018
776	0.2351134844
777	0.2350453167
778	0.2349786162
779	0.2349023391
780	0.2347613486
781	0.2346559457
782	0.2345985758
783	0.2344933625
784	0.2344166103
785	0.2343121882
786	0.2342299329
787	0.2340982071
788	0.2339750756
789	0.2338718654
790	0.2338194328
791	0.2337212762
792	0.2336286426
793	0.23355546
794	0.2334781712
795	0.2333832058
796	0.2332962097
797	0.2331718276
798	0.2331104277
799	0.2330274335
800	0.2328711583
801	0.2327778212
802	0.232661189
803	0.2325855548
804	0.2325387425
805	0.2323957716
806	0.2323069181
807	0.2322447755
808	0.23222489
809	0.2321853341
810	0.2320991698
811	0.231944354
812	0.2318304876
813	0.2317208688
814	0.2315097474
815	0.2314754154
816	0.2313767689
817	0.2311949499
818	0.2311194866
819	0.2310885522
820	0.2310022066
821	0.2309089324
822	0.230823877
823	0.2307061442
824	0.230602339
825	0.2305318997
826	0.2304452299
827	0.2303628012
828	0.230297219
829	0.2302011016
830	0.230108848
831	0.2300322029
832	0.229906479
833	0.2297835507
834	0.2296690026
835	0.2295837884
836	0.2294834427
837	0.2294274676
838	0.229329595
839	0.2292495418
840	0.2291130998
841	0.229032478
842	0.22899332
843	0.228942109
844	0.2288448723
845	0.2287425864
846	0.2286721529
847	0.2285909666
848	0.2285030184
849	0.2283846946
850	0.2282823286
851	0.2281960434
852	0.228130836
853	0.2280780636
854	0.228055423
855	0.2279869428
856	0.227911331
857	0.2277347391
858	0.2276391657
859	0.2275540607
860	0.2274988767
861	0.2273251859
862	0.2272671631
863	0.2271903279
864	0.2271307154
865	0.2270556163
866	0.2268412167
867	0.2267617962
868	0.2267097506
869	0.2266780214
870	0.2266287071
871	0.2265778733
872	0.2265087436
873	0.2264411295
874	0.2263402845
875	0.226263201
876	0.2261747445
877	0.2261191191
878	0.2259881896
879	0.225919877
880	0.2258435338
881	0.2257634309
882	0.2256850636
883	0.2255690043
884	0.2254714014
885	0.2254164408
886	0.2253101034
887	0.2251812581
888	0.2250883607
889	0.2249675397
890	0.2249189644
891	0.2248541156
892	0.2247776742
893	0.2246617906
894	0.2246055818
895	0.2245596023
896	0.224544233
897	0.2244575489
898	0.2243839336
899	0.2243277239
900	0.2242653644
901	0.2241756394
902	0.22412708
903	0.2240621614
904	0.2239555364
905	0.2239427034
906	0.2238592246
907	0.2238123741
908	0.2236740955
909	0.2236418264
910	0.2235965958
911	0.2235382147
912	0.2234588708
913	0.2233577166
914	0.2232522628
915	0.2231910693
916	0.2231256454
917	0.2230152051
918	0.2229433242
919	0.2229176139
920	0.2228471305
921	0.2227617222
922	0.2227165736
923	0.2226205752
924	0.2225237304
925	0.2224228398
926	0.2223109246
927	0.2221855745
928	0.2220729998
929	0.2219557192
930	0.2218985666
931	0.2217425888
932	0.2216495363
933	0.2215064648
934	0.2214820084
935	0.2214413562
936	0.2213383309
937	0.2212583481
938	0.2212064319
939	0.2211374173
940	0.2210282073
941	0.220947018
942	0.2208523347
943	0.2207752717
944	0.2207065034
945	0.2206756442
946	0.2206186721
947	0.2204961065
948	0.2204324944
949	0.2202272797
950	0.2201277912
951	0.2200728583
952	0.2199975902
953	0.2199331493
954	0.2199147803
955	0.2198185007
956	0.2196397487
957	0.2195833139
958	0.2194654669
959	0.2193547309
960	0.2192285488
961	0.2191532583
962	0.2190373298
963	0.2189464421
964	0.2188837365
965	0.2187937836
966	0.2187107826
967	0.218639992
968	0.2185442779
969	0.2185298774
970	0.2184957505
971	0.2183861896
972	0.2183587536
973	0.2182907032
974	0.2182160487
975	0.2181370941
976	0.2180203797
977	0.2179360098
978	0.2178722432
979	0.2178346567
980	0.2177601994
981	0.2177123416
982	0.2176212383
983	0.2175433354
984	0.2175106107
985	0.2174069895
986	0.2172884401
987	0.2171968266
988	0.2171023241
989	0.2169986089
990	0.2169026007
991	0.2168545659
992	0.2167753301
993	0.2166944935
994	0.2165941493
995	0.2165280451
996	0.2164295608
997	0.2163584844
998	0.2162871819
999	0.2162134467
